wave,bucket,subject,filename,category,card_variants_covered
4,Rare,Antarctic Ice Shelf,antarctic-ice-shelf.webp,Cosmos & Terra,2
4,Rare,Antares,antares.webp,Cosmos & Terra,3
4,Rare,Aquamarine,aquamarine.webp,Cosmos & Terra,3
4,Rare,Aurora Borealis,aurora-borealis.webp,Cosmos & Terra,1
4,Rare,Avalanche,avalanche.webp,Cosmos & Terra,3
4,Rare,Basalt,basalt.webp,Cosmos & Terra,3
4,Rare,Betelgeuse,betelgeuse.webp,Cosmos & Terra,3
4,Rare,Big Dipper,big-dipper.webp,Cosmos & Terra,4
4,Rare,Blizzard,blizzard.webp,Cosmos & Terra,1
4,Rare,Blue Lagoon Iceland,blue-lagoon-iceland.webp,Cosmos & Terra,1
4,Rare,Bryce Canyon Hoodoos,bryce-canyon-hoodoos.webp,Cosmos & Terra,1
4,Rare,Buckingham Palace,buckingham-palace.webp,Cosmos & Terra,1
4,Rare,Burj Khalifa,burj-khalifa.webp,Cosmos & Terra,4
4,Rare,Ceres,ceres.webp,Cosmos & Terra,2
4,Rare,Chichen Itza,chichen-itza.webp,Cosmos & Terra,3
4,Rare,Citrine,citrine.webp,Cosmos & Terra,1
4,Rare,Cliffs of Moher,cliffs-of-moher.webp,Cosmos & Terra,2
4,Rare,Colosseum,colosseum.webp,Cosmos & Terra,1
4,Rare,Copper Ore,copper-ore.webp,Cosmos & Terra,1
4,Rare,Crab Nebula,crab-nebula.webp,Cosmos & Terra,4
4,Rare,Death Valley,death-valley.webp,Cosmos & Terra,3
4,Rare,Deimos,deimos.webp,Cosmos & Terra,1
4,Rare,Diamond,diamond.webp,Cosmos & Terra,1
4,Rare,Dust Devil,dust-devil.webp,Cosmos & Terra,2
4,Rare,Earth,earth.webp,Cosmos & Terra,1
4,Rare,Eiffel Tower,eiffel-tower.webp,Cosmos & Terra,1
4,Rare,Emerald,emerald.webp,Cosmos & Terra,1
4,Rare,Empire State Building,empire-state-building.webp,Cosmos & Terra,4
4,Rare,Fog Bank,fog-bank.webp,Cosmos & Terra,1
4,Rare,Forbidden City,forbidden-city.webp,Cosmos & Terra,3
4,Rare,Garnet,garnet.webp,Cosmos & Terra,2
4,Rare,Geyser,geyser.webp,Cosmos & Terra,1
4,Rare,Giant's Causeway,giant-s-causeway.webp,Cosmos & Terra,3
4,Rare,Glacier,glacier.webp,Cosmos & Terra,3
4,Rare,Gold Nugget,gold-nugget.webp,Cosmos & Terra,2
4,Rare,Golden Gate Bridge,golden-gate-bridge.webp,Cosmos & Terra,1
4,Rare,Grand Canyon,grand-canyon.webp,Cosmos & Terra,1
4,Rare,Granite,granite.webp,Cosmos & Terra,1
4,Rare,Great Barrier Reef,great-barrier-reef.webp,Cosmos & Terra,1
4,Rare,Hailstorm,hailstorm.webp,Cosmos & Terra,1
4,Rare,Halley's Comet,halley-s-comet.webp,Cosmos & Terra,1
4,Rare,Hollywood Sign,hollywood-sign.webp,Cosmos & Terra,1
4,Rare,Hurricane,hurricane.webp,Cosmos & Terra,1
4,Rare,Iceberg,iceberg.webp,Cosmos & Terra,1
4,Rare,Iguazu Falls,iguazu-falls.webp,Cosmos & Terra,1
4,Rare,Io,io.webp,Cosmos & Terra,1
4,Rare,Iron Ore,iron-ore.webp,Cosmos & Terra,2
4,Rare,Jade,jade.webp,Cosmos & Terra,3
4,Rare,Jupiter,jupiter.webp,Cosmos & Terra,1
4,Rare,Lake Baikal,lake-baikal.webp,Cosmos & Terra,3
4,Rare,Leaning Tower of Pisa,leaning-tower-of-pisa.webp,Cosmos & Terra,4
4,Rare,Lightning Bolt,lightning-bolt.webp,Cosmos & Terra,2
4,Rare,Limestone,limestone.webp,Cosmos & Terra,2
4,Rare,Lunar Eclipse,lunar-eclipse.webp,Cosmos & Terra,1
4,Rare,Machu Picchu,machu-picchu.webp,Cosmos & Terra,2
4,Rare,Malachite,malachite.webp,Cosmos & Terra,1
4,Rare,Marble,marble.webp,Cosmos & Terra,2
4,Rare,Matterhorn,matterhorn.webp,Cosmos & Terra,3
4,Rare,Mercury,mercury.webp,Cosmos & Terra,3
4,Rare,Meteor Shower,meteor-shower.webp,Cosmos & Terra,1
4,Rare,Meteorite,meteorite.webp,Cosmos & Terra,2
4,Rare,Monument Valley,monument-valley.webp,Cosmos & Terra,2
4,Rare,Moonstone,moonstone.webp,Cosmos & Terra,1
4,Rare,Mount Everest,mount-everest.webp,Cosmos & Terra,1
4,Rare,Mount Fuji,mount-fuji.webp,Cosmos & Terra,4
4,Rare,Mount Kilimanjaro,mount-kilimanjaro.webp,Cosmos & Terra,1
4,Rare,Mount Rushmore,mount-rushmore.webp,Cosmos & Terra,3
4,Rare,Neptune,neptune.webp,Cosmos & Terra,1
4,Rare,Neuschwanstein Castle,neuschwanstein-castle.webp,Cosmos & Terra,4
4,Rare,Niagara Falls,niagara-falls.webp,Cosmos & Terra,1
4,Rare,Notre-Dame Cathedral,notre-dame-cathedral.webp,Cosmos & Terra,1
4,Rare,Obsidian,obsidian.webp,Cosmos & Terra,1
4,Rare,Onyx,onyx.webp,Cosmos & Terra,4
4,Rare,Opal,opal.webp,Cosmos & Terra,3
4,Rare,Orion Nebula,orion-nebula.webp,Cosmos & Terra,1
4,Rare,Palace of Versailles,palace-of-versailles.webp,Cosmos & Terra,3
4,Rare,Pearl,pearl.webp,Cosmos & Terra,1
4,Rare,Peridot,peridot.webp,Cosmos & Terra,3
4,Rare,Petra,petra.webp,Cosmos & Terra,2
4,Rare,Phobos,phobos.webp,Cosmos & Terra,1
4,Rare,Pleiades Cluster,pleiades-cluster.webp,Cosmos & Terra,1
4,Rare,Pluto,pluto.webp,Cosmos & Terra,1
4,Rare,Polaris,polaris.webp,Cosmos & Terra,4
4,Rare,Proxima Centauri,proxima-centauri.webp,Cosmos & Terra,3
4,Rare,Pyrite,pyrite.webp,Cosmos & Terra,1
4,Rare,Rainbow,rainbow.webp,Cosmos & Terra,1
4,Rare,Redwood Forest,redwood-forest.webp,Cosmos & Terra,1
4,Rare,Ring Nebula,ring-nebula.webp,Cosmos & Terra,1
4,Rare,Sagrada Familia,sagrada-familia.webp,Cosmos & Terra,1
4,Rare,Sahara Desert,sahara-desert.webp,Cosmos & Terra,2
4,Rare,Salar de Uyuni,salar-de-uyuni.webp,Cosmos & Terra,1
4,Rare,Sandstorm,sandstorm.webp,Cosmos & Terra,3
4,Rare,Saturn,saturn.webp,Cosmos & Terra,1
4,Rare,Silver Ore,silver-ore.webp,Cosmos & Terra,1
4,Rare,Sinkhole,sinkhole.webp,Cosmos & Terra,1
4,Rare,Sirius,sirius.webp,Cosmos & Terra,1
4,Rare,Slate,slate.webp,Cosmos & Terra,1
4,Rare,Snowflake,snowflake.webp,Cosmos & Terra,1
4,Rare,Solar Eclipse,solar-eclipse.webp,Cosmos & Terra,1
4,Rare,Southern Cross,southern-cross.webp,Cosmos & Terra,3
4,Rare,Sphinx of Giza,sphinx-of-giza.webp,Cosmos & Terra,2
4,Rare,Statue of Liberty,statue-of-liberty.webp,Cosmos & Terra,1
4,Rare,Sundog,sundog.webp,Cosmos & Terra,1
4,Rare,Sunspot,sunspot.webp,Cosmos & Terra,3
4,Rare,Sydney Opera House,sydney-opera-house.webp,Cosmos & Terra,1
4,Rare,Table Mountain,table-mountain.webp,Cosmos & Terra,2
4,Rare,Taj Mahal,taj-mahal.webp,Cosmos & Terra,3
4,Rare,The Kremlin,the-kremlin.webp,Cosmos & Terra,4
4,Rare,The Milky Way,the-milky-way.webp,Cosmos & Terra,1
4,Rare,The Moon,the-moon.webp,Cosmos & Terra,1
4,Rare,The Sun,the-sun.webp,Cosmos & Terra,1
4,Rare,Thundercloud,thundercloud.webp,Cosmos & Terra,4
4,Rare,Titan,titan.webp,Cosmos & Terra,3
4,Rare,Topaz,topaz.webp,Cosmos & Terra,2
4,Rare,Triton,triton.webp,Cosmos & Terra,2
4,Rare,Tsunami Wave,tsunami-wave.webp,Cosmos & Terra,1
4,Rare,Turquoise,turquoise.webp,Cosmos & Terra,2
4,Rare,Uluru,uluru.webp,Cosmos & Terra,3
4,Rare,Uranus,uranus.webp,Cosmos & Terra,3
4,Rare,Victoria Falls,victoria-falls.webp,Cosmos & Terra,1
4,Rare,Volcanic Eruption,volcanic-eruption.webp,Cosmos & Terra,3
4,Rare,Whirlpool Galaxy,whirlpool-galaxy.webp,Cosmos & Terra,1
4,Rare,White Cliffs of Dover,white-cliffs-of-dover.webp,Cosmos & Terra,2
4,Rare,Zhangjiajie Cliffs,zhangjiajie-cliffs.webp,Cosmos & Terra,3
4,Rare,Cassette Walkman,cassette-walkman.webp,Electronics,1
4,Rare,Old Nokia Phone,old-nokia-phone.webp,Electronics,1
4,Rare,Ace of Spades,ace-of-spades.webp,Fortune & Folly,1
4,Rare,Beckoning Cat,beckoning-cat.webp,Fortune & Folly,1
4,Rare,Bingo Dauber,bingo-dauber.webp,Fortune & Folly,1
4,Rare,Black Cat,black-cat.webp,Fortune & Folly,1
4,Rare,Brass Talisman,brass-talisman.webp,Fortune & Folly,1
4,Rare,Card Shoe,card-shoe.webp,Fortune & Folly,1
4,Rare,Cracked Mirror,cracked-mirror.webp,Fortune & Folly,1
4,Rare,Craps Stick,craps-stick.webp,Fortune & Folly,1
4,Rare,Crystal Ball,crystal-ball.webp,Fortune & Folly,1
4,Rare,Dealer Button,dealer-button.webp,Fortune & Folly,1
4,Rare,Dreamcatcher,dreamcatcher.webp,Fortune & Folly,1
4,Rare,Evil Eye Bead,evil-eye-bead.webp,Fortune & Folly,1
4,Rare,Flipped Coin,flipped-coin.webp,Fortune & Folly,1
4,Rare,Fortune Cookie,fortune-cookie.webp,Fortune & Folly,1
4,Rare,Green Felt,green-felt.webp,Fortune & Folly,1
4,Rare,Keno Ball,keno-ball.webp,Fortune & Folly,1
4,Rare,Lottery Ball,lottery-ball.webp,Fortune & Folly,1
4,Rare,Lucky Penny,lucky-penny.webp,Fortune & Folly,1
4,Rare,Magic 8-Ball,magic-8-ball.webp,Fortune & Folly,1
4,Rare,Poker Chip,poker-chip.webp,Fortune & Folly,1
4,Rare,Scratch Ticket,scratch-ticket.webp,Fortune & Folly,1
4,Rare,Shooting Star,shooting-star.webp,Fortune & Folly,2
4,Rare,Slot Handle,slot-handle.webp,Fortune & Folly,1
4,Rare,Spilled Salt,spilled-salt.webp,Fortune & Folly,1
4,Rare,Tarot Deck,tarot-deck.webp,Fortune & Folly,1
4,Rare,The Joker,the-joker.webp,Fortune & Folly,1
4,Rare,Wishbone,wishbone.webp,Fortune & Folly,1
4,Rare,Golden Egg Timer,golden-egg-timer.webp,Kitchen,1
4,Rare,Abraham Lincoln,abraham-lincoln.webp,Legends & Myth,2
4,Rare,Ada Lovelace,ada-lovelace.webp,Legends & Myth,3
4,Rare,Akbar the Great,akbar-the-great.webp,Legends & Myth,1
4,Rare,Alan Turing,alan-turing.webp,Legends & Myth,3
4,Rare,Albert Einstein,albert-einstein.webp,Legends & Myth,1
4,Rare,Alexander Fleming,alexander-fleming.webp,Legends & Myth,1
4,Rare,Alexander the Great,alexander-the-great.webp,Legends & Myth,1
4,Rare,Amaterasu,amaterasu.webp,Legends & Myth,1
4,Rare,Amelia Earhart,amelia-earhart.webp,Legends & Myth,1
4,Rare,Amerigo Vespucci,amerigo-vespucci.webp,Legends & Myth,1
4,Rare,Anu,anu.webp,Legends & Myth,3
4,Rare,Anubis,anubis.webp,Legends & Myth,1
4,Rare,Aphrodite,aphrodite.webp,Legends & Myth,3
4,Rare,Apollo,apollo.webp,Legends & Myth,1
4,Rare,Aristotle,aristotle.webp,Legends & Myth,3
4,Rare,Artemis,artemis.webp,Legends & Myth,4
4,Rare,Ashoka the Great,ashoka-the-great.webp,Legends & Myth,1
4,Rare,Athena,athena.webp,Legends & Myth,2
4,Rare,Atlas,atlas.webp,Legends & Myth,1
4,Rare,Banshee,banshee.webp,Legends & Myth,2
4,Rare,Bastet,bastet.webp,Legends & Myth,2
4,Rare,Benjamin Franklin,benjamin-franklin.webp,Legends & Myth,1
4,Rare,Bigfoot,bigfoot.webp,Legends & Myth,3
4,Rare,Booker T. Washington,booker-t-washington.webp,Legends & Myth,1
4,Rare,Brahma,brahma.webp,Legends & Myth,2
4,Rare,Brigid,brigid.webp,Legends & Myth,1
4,Rare,Catherine the Great,catherine-the-great.webp,Legends & Myth,4
4,Rare,Cerberus,cerberus.webp,Legends & Myth,2
4,Rare,Cernunnos,cernunnos.webp,Legends & Myth,1
4,Rare,Cesar Chavez,cesar-chavez.webp,Legends & Myth,3
4,Rare,Charles Darwin,charles-darwin.webp,Legends & Myth,3
4,Rare,Charles Lindbergh,charles-lindbergh.webp,Legends & Myth,1
4,Rare,Chimera,chimera.webp,Legends & Myth,1
4,Rare,Claude Monet,claude-monet.webp,Legends & Myth,1
4,Rare,Cleopatra,cleopatra.webp,Legends & Myth,1
4,Rare,Confucius,confucius.webp,Legends & Myth,1
4,Rare,Constantine the Great,constantine-the-great.webp,Legends & Myth,1
4,Rare,Cyclops,cyclops.webp,Legends & Myth,1
4,Rare,Cyrus the Great,cyrus-the-great.webp,Legends & Myth,1
4,Rare,Dagda,dagda.webp,Legends & Myth,1
4,Rare,Darius the Great,darius-the-great.webp,Legends & Myth,2
4,Rare,David Attenborough,david-attenborough.webp,Legends & Myth,1
4,Rare,Demeter,demeter.webp,Legends & Myth,2
4,Rare,Dionysus,dionysus.webp,Legends & Myth,1
4,Rare,Durga,durga.webp,Legends & Myth,1
4,Rare,Elizabeth Cady Stanton,elizabeth-cady-stanton.webp,Legends & Myth,1
4,Rare,Emmeline Pankhurst,emmeline-pankhurst.webp,Legends & Myth,3
4,Rare,Enki,enki.webp,Legends & Myth,3
4,Rare,Ernest Hemingway,ernest-hemingway.webp,Legends & Myth,3
4,Rare,Euclid,euclid.webp,Legends & Myth,3
4,Rare,Fenrir,fenrir.webp,Legends & Myth,1
4,Rare,Ferdinand Magellan,ferdinand-magellan.webp,Legends & Myth,1
4,Rare,Florence Nightingale,florence-nightingale.webp,Legends & Myth,1
4,Rare,Frank Lloyd Wright,frank-lloyd-wright.webp,Legends & Myth,3
4,Rare,Frederick Douglass,frederick-douglass.webp,Legends & Myth,1
4,Rare,Freya,freya.webp,Legends & Myth,2
4,Rare,Frida Kahlo,frida-kahlo.webp,Legends & Myth,1
4,Rare,Fujin,fujin.webp,Legends & Myth,1
4,Rare,Fuxi,fuxi.webp,Legends & Myth,4
4,Rare,Galileo Galilei,galileo-galilei.webp,Legends & Myth,1
4,Rare,Ganesha,ganesha.webp,Legends & Myth,3
4,Rare,Garuda,garuda.webp,Legends & Myth,1
4,Rare,Genghis Khan,genghis-khan.webp,Legends & Myth,2
4,Rare,George Washington,george-washington.webp,Legends & Myth,1
4,Rare,Gilgamesh,gilgamesh.webp,Legends & Myth,3
4,Rare,Golem,golem.webp,Legends & Myth,2
4,Rare,Gregor Mendel,gregor-mendel.webp,Legends & Myth,1
4,Rare,Griffin,griffin.webp,Legends & Myth,1
4,Rare,Guanyin,guanyin.webp,Legends & Myth,1
4,Rare,Gustave Eiffel,gustave-eiffel.webp,Legends & Myth,2
4,Rare,Hades,hades.webp,Legends & Myth,1
4,Rare,Hammurabi,hammurabi.webp,Legends & Myth,1
4,Rare,Hannibal Barca,hannibal-barca.webp,Legends & Myth,2
4,Rare,Hanuman,hanuman.webp,Legends & Myth,3
4,Rare,Harriet Tubman,harriet-tubman.webp,Legends & Myth,1
4,Rare,Hathor,hathor.webp,Legends & Myth,1
4,Rare,Heimdall,heimdall.webp,Legends & Myth,3
4,Rare,Henry Ford,henry-ford.webp,Legends & Myth,2
4,Rare,Hephaestus,hephaestus.webp,Legends & Myth,1
4,Rare,Hera,hera.webp,Legends & Myth,2
4,Rare,Hercules,hercules.webp,Legends & Myth,1
4,Rare,Hermes,hermes.webp,Legends & Myth,1
4,Rare,Hestia,hestia.webp,Legends & Myth,2
4,Rare,Hippocrates,hippocrates.webp,Legends & Myth,1
4,Rare,Horus,horus.webp,Legends & Myth,1
4,Rare,Huitzilopochtli,huitzilopochtli.webp,Legends & Myth,1
4,Rare,Ibn Battuta,ibn-battuta.webp,Legends & Myth,2
4,Rare,Icarus,icarus.webp,Legends & Myth,1
4,Rare,Inari,inari.webp,Legends & Myth,2
4,Rare,Indra,indra.webp,Legends & Myth,1
4,Rare,Isaac Newton,isaac-newton.webp,Legends & Myth,1
4,Rare,Ishtar,ishtar.webp,Legends & Myth,2
4,Rare,Izanagi,izanagi.webp,Legends & Myth,4
4,Rare,Izanami,izanami.webp,Legends & Myth,4
4,Rare,Jacques Cousteau,jacques-cousteau.webp,Legends & Myth,4
4,Rare,James Clerk Maxwell,james-clerk-maxwell.webp,Legends & Myth,2
4,Rare,Jane Austen,jane-austen.webp,Legends & Myth,3
4,Rare,Jane Goodall,jane-goodall.webp,Legends & Myth,3
4,Rare,Joan of Arc,joan-of-arc.webp,Legends & Myth,1
4,Rare,Johann Sebastian Bach,johann-sebastian-bach.webp,Legends & Myth,1
4,Rare,Johannes Kepler,johannes-kepler.webp,Legends & Myth,2
4,Rare,Jormungandr,jormungandr.webp,Legends & Myth,1
4,Rare,Jose de San Martin,jose-de-san-martin.webp,Legends & Myth,1
4,Rare,Julius Caesar,julius-caesar.webp,Legends & Myth,2
4,Rare,Kali,kali.webp,Legends & Myth,2
4,Rare,Kappa,kappa.webp,Legends & Myth,1
4,Rare,King Henry VIII,king-henry-viii.webp,Legends & Myth,1
4,Rare,King Solomon,king-solomon.webp,Legends & Myth,1
4,Rare,Kitsune,kitsune.webp,Legends & Myth,3
4,Rare,Kraken,kraken.webp,Legends & Myth,1
4,Rare,Krishna,krishna.webp,Legends & Myth,2
4,Rare,Kukulkan,kukulkan.webp,Legends & Myth,3
4,Rare,Lakshmi,lakshmi.webp,Legends & Myth,1
4,Rare,Leif Erikson,leif-erikson.webp,Legends & Myth,1
4,Rare,Leonardo da Vinci,leonardo-da-vinci.webp,Legends & Myth,1
4,Rare,Leprechaun,leprechaun.webp,Legends & Myth,3
4,Rare,Loch Ness Monster,loch-ness-monster.webp,Legends & Myth,2
4,Rare,Loki,loki.webp,Legends & Myth,1
4,Rare,Louis Pasteur,louis-pasteur.webp,Legends & Myth,1
4,Rare,Ludwig van Beethoven,ludwig-van-beethoven.webp,Legends & Myth,1
4,Rare,Ma'at,ma-at.webp,Legends & Myth,3
4,Rare,Mahatma Gandhi,mahatma-gandhi.webp,Legends & Myth,1
4,Rare,Malcolm X,malcolm-x.webp,Legends & Myth,3
4,Rare,Marco Polo,marco-polo.webp,Legends & Myth,1
4,Rare,Marcus Aurelius,marcus-aurelius.webp,Legends & Myth,3
4,Rare,Marduk,marduk.webp,Legends & Myth,1
4,Rare,Mark Twain,mark-twain.webp,Legends & Myth,1
4,Rare,Martin Luther,martin-luther.webp,Legends & Myth,3
4,Rare,Medusa,medusa.webp,Legends & Myth,1
4,Rare,Mermaid,mermaid.webp,Legends & Myth,1
4,Rare,Michael Faraday,michael-faraday.webp,Legends & Myth,4
4,Rare,Michelangelo,michelangelo.webp,Legends & Myth,1
4,Rare,Minotaur,minotaur.webp,Legends & Myth,2
4,Rare,Naga Serpent,naga-serpent.webp,Legends & Myth,2
4,Rare,Napoleon Bonaparte,napoleon-bonaparte.webp,Legends & Myth,4
4,Rare,Nebuchadnezzar II,nebuchadnezzar-ii.webp,Legends & Myth,4
4,Rare,Nelson Mandela,nelson-mandela.webp,Legends & Myth,3
4,Rare,Nicolaus Copernicus,nicolaus-copernicus.webp,Legends & Myth,1
4,Rare,Njord,njord.webp,Legends & Myth,1
4,Rare,Nut,nut.webp,Legends & Myth,3
4,Rare,Nuwa,nuwa.webp,Legends & Myth,2
4,Rare,Odin,odin.webp,Legends & Myth,3
4,Rare,Odysseus,odysseus.webp,Legends & Myth,2
4,Rare,Oni,oni.webp,Legends & Myth,3
4,Rare,Osiris,osiris.webp,Legends & Myth,3
4,Rare,Otto von Bismarck,otto-von-bismarck.webp,Legends & Myth,1
4,Rare,Pablo Picasso,pablo-picasso.webp,Legends & Myth,1
4,Rare,Pegasus,pegasus.webp,Legends & Myth,2
4,Rare,Persephone,persephone.webp,Legends & Myth,1
4,Rare,Perseus,perseus.webp,Legends & Myth,2
4,Rare,Peter the Great,peter-the-great.webp,Legends & Myth,1
4,Rare,Phoenix,phoenix.webp,Legends & Myth,2
4,Rare,Pixiu,pixiu.webp,Legends & Myth,1
4,Rare,Plato,plato.webp,Legends & Myth,1
4,Rare,Poseidon,poseidon.webp,Legends & Myth,1
4,Rare,Ptolemy,ptolemy.webp,Legends & Myth,1
4,Rare,Qilin,qilin.webp,Legends & Myth,1
4,Rare,Queen Elizabeth I,queen-elizabeth-i.webp,Legends & Myth,1
4,Rare,Queen Victoria,queen-victoria.webp,Legends & Myth,3
4,Rare,Quetzalcoatl,quetzalcoatl.webp,Legends & Myth,1
4,Rare,Rachel Carson,rachel-carson.webp,Legends & Myth,1
4,Rare,Rembrandt,rembrandt.webp,Legends & Myth,1
4,Rare,Rosa Parks,rosa-parks.webp,Legends & Myth,1
4,Rare,Saladin,saladin.webp,Legends & Myth,3
4,Rare,Sally Ride,sally-ride.webp,Legends & Myth,3
4,Rare,Salvador Dali,salvador-dali.webp,Legends & Myth,1
4,Rare,Saraswati,saraswati.webp,Legends & Myth,4
4,Rare,Sekhmet,sekhmet.webp,Legends & Myth,2
4,Rare,Selkie,selkie.webp,Legends & Myth,4
4,Rare,Set,set.webp,Legends & Myth,1
4,Rare,Shiva,shiva.webp,Legends & Myth,2
4,Rare,Siddhartha Gautama,siddhartha-gautama.webp,Legends & Myth,3
4,Rare,Simon Bolivar,simon-bolivar.webp,Legends & Myth,1
4,Rare,Sir Francis Drake,sir-francis-drake.webp,Legends & Myth,1
4,Rare,Skadi,skadi.webp,Legends & Myth,4
4,Rare,Sobek,sobek.webp,Legends & Myth,1
4,Rare,Socrates,socrates.webp,Legends & Myth,1
4,Rare,Sojourner Truth,sojourner-truth.webp,Legends & Myth,1
4,Rare,Stephen Hawking,stephen-hawking.webp,Legends & Myth,3
4,Rare,Steve Jobs,steve-jobs.webp,Legends & Myth,2
4,Rare,Suleiman the Magnificent,suleiman-the-magnificent.webp,Legends & Myth,1
4,Rare,Sun Tzu,sun-tzu.webp,Legends & Myth,1
4,Rare,Sun Wukong,sun-wukong.webp,Legends & Myth,2
4,Rare,Tengu,tengu.webp,Legends & Myth,1
4,Rare,Tezcatlipoca,tezcatlipoca.webp,Legends & Myth,3
4,Rare,Thomas Aquinas,thomas-aquinas.webp,Legends & Myth,1
4,Rare,Thomas Edison,thomas-edison.webp,Legends & Myth,3
4,Rare,Thomas Jefferson,thomas-jefferson.webp,Legends & Myth,1
4,Rare,Thor,thor.webp,Legends & Myth,1
4,Rare,Thoth,thoth.webp,Legends & Myth,1
4,Rare,Tlaloc,tlaloc.webp,Legends & Myth,1
4,Rare,Toussaint Louverture,toussaint-louverture.webp,Legends & Myth,1
4,Rare,Tsukuyomi,tsukuyomi.webp,Legends & Myth,3
4,Rare,Tutankhamun,tutankhamun.webp,Legends & Myth,1
4,Rare,Tyr,tyr.webp,Legends & Myth,1
4,Rare,Unicorn,unicorn.webp,Legends & Myth,1
4,Rare,Vasco da Gama,vasco-da-gama.webp,Legends & Myth,4
4,Rare,Vincent van Gogh,vincent-van-gogh.webp,Legends & Myth,3
4,Rare,Virginia Woolf,virginia-woolf.webp,Legends & Myth,1
4,Rare,Vishnu,vishnu.webp,Legends & Myth,3
4,Rare,Vladimir Lenin,vladimir-lenin.webp,Legends & Myth,1
4,Rare,W.E.B. Du Bois,w-e-b-du-bois.webp,Legends & Myth,2
4,Rare,Walt Disney,walt-disney.webp,Legends & Myth,3
4,Rare,William Shakespeare,william-shakespeare.webp,Legends & Myth,2
4,Rare,Winston Churchill,winston-churchill.webp,Legends & Myth,4
4,Rare,Wolfgang Amadeus Mozart,wolfgang-amadeus-mozart.webp,Legends & Myth,3
4,Rare,Wright Brothers,wright-brothers.webp,Legends & Myth,1
4,Rare,Xochiquetzal,xochiquetzal.webp,Legends & Myth,3
4,Rare,Yggdrasil Guardian,yggdrasil-guardian.webp,Legends & Myth,3
4,Rare,Yuri Gagarin,yuri-gagarin.webp,Legends & Myth,1
4,Rare,Zeus,zeus.webp,Legends & Myth,1
4,Rare,Zheng He,zheng-he.webp,Legends & Myth,4
4,Rare,ATM Machine,atm-machine.webp,Machines in Motion,1
4,Rare,Adding Machine,adding-machine.webp,Machines in Motion,1
4,Rare,Air Ambulance,air-ambulance.webp,Machines in Motion,1
4,Rare,Air Conditioner Unit,air-conditioner-unit.webp,Machines in Motion,1
4,Rare,Aircraft Carrier,aircraft-carrier.webp,Machines in Motion,3
4,Rare,All-Terrain Vehicle,all-terrain-vehicle.webp,Machines in Motion,3
4,Rare,Ambulance,ambulance.webp,Machines in Motion,1
4,Rare,Ancient Trireme,ancient-trireme.webp,Machines in Motion,4
4,Rare,Antique Typewriter,antique-typewriter.webp,Machines in Motion,2
4,Rare,Armored Personnel Carrier,armored-personnel-carrier.webp,Machines in Motion,4
4,Rare,Autogyro,autogyro.webp,Machines in Motion,1
4,Rare,Barge,barge.webp,Machines in Motion,3
4,Rare,Battle Tank,battle-tank.webp,Machines in Motion,1
4,Rare,Battleship,battleship.webp,Machines in Motion,3
4,Rare,Bicycle,bicycle.webp,Machines in Motion,1
4,Rare,Biplane,biplane.webp,Machines in Motion,1
4,Rare,Blast Furnace,blast-furnace.webp,Machines in Motion,1
4,Rare,Blimp,blimp.webp,Machines in Motion,1
4,Rare,Bomber Plane,bomber-plane.webp,Machines in Motion,2
4,Rare,Bulldozer,bulldozer.webp,Machines in Motion,1
4,Rare,Bumper Car,bumper-car.webp,Machines in Motion,1
4,Rare,Bush Plane,bush-plane.webp,Machines in Motion,1
4,Rare,Butter Churn,butter-churn.webp,Machines in Motion,4
4,Rare,Cable Car,cable-car.webp,Machines in Motion,3
4,Rare,Camera Drone,camera-drone.webp,Machines in Motion,3
4,Rare,Canoe,canoe.webp,Machines in Motion,3
4,Rare,Cargo Plane,cargo-plane.webp,Machines in Motion,1
4,Rare,Carousel,carousel.webp,Machines in Motion,4
4,Rare,Cash Register,cash-register.webp,Machines in Motion,4
4,Rare,Catamaran,catamaran.webp,Machines in Motion,1
4,Rare,Centrifuge,centrifuge.webp,Machines in Motion,4
4,Rare,Chainsaw,chainsaw.webp,Machines in Motion,1
4,Rare,Chariot,chariot.webp,Machines in Motion,3
4,Rare,Coast Guard Cutter,coast-guard-cutter.webp,Machines in Motion,1
4,Rare,Convertible Roadster,convertible-roadster.webp,Machines in Motion,1
4,Rare,Conveyor Belt System,conveyor-belt-system.webp,Machines in Motion,1
4,Rare,Cotton Candy Machine,cotton-candy-machine.webp,Machines in Motion,2
4,Rare,Cotton Gin,cotton-gin.webp,Machines in Motion,1
4,Rare,Crane Truck,crane-truck.webp,Machines in Motion,1
4,Rare,Crop Duster,crop-duster.webp,Machines in Motion,3
4,Rare,Cruise Liner,cruise-liner.webp,Machines in Motion,2
4,Rare,Delivery Van,delivery-van.webp,Machines in Motion,1
4,Rare,Diesel Locomotive,diesel-locomotive.webp,Machines in Motion,1
4,Rare,Dirt Bike,dirt-bike.webp,Machines in Motion,3
4,Rare,Dishwasher,dishwasher.webp,Machines in Motion,1
4,Rare,Drag Racer,drag-racer.webp,Machines in Motion,1
4,Rare,Dump Truck,dump-truck.webp,Machines in Motion,1
4,Rare,Dune Buggy,dune-buggy.webp,Machines in Motion,1
4,Rare,Elevator,elevator.webp,Machines in Motion,1
4,Rare,Escalator,escalator.webp,Machines in Motion,4
4,Rare,Espresso Machine,espresso-machine.webp,Machines in Motion,1
4,Rare,Ferris Wheel,ferris-wheel.webp,Machines in Motion,1
